geo,year,immigrant_stock_value,g77_and_oecd_countries.x,income_groups.x,is--country.x,iso3166_1_alpha2.x,unicode_region_subtag.x,iso3166_1_alpha3.x,iso3166_1_numeric.x,iso3166_2.x,landlocked.x,latitude.x,longitude.x,main_religion_2008.x,country_name,un_state.x,world_4region.x,world_6region.x,emigrant_stock_value,g77_and_oecd_countries.y,income_groups.y,is--country.y,iso3166_1_alpha2.y,unicode_region_subtag.y,iso3166_1_alpha3.y,iso3166_1_numeric.y,iso3166_2.y,landlocked.y,latitude.y,longitude.y,main_religion_2008.y,un_state.y,world_4region.y,world_6region.y,net_migration
jpn,2005,2011555,oecd,high_income,TRUE,JP,JP,JPN,392,NA,coastline,35.68536,139.75309,eastern_religions,Japan,TRUE,asia,east_asia_pacific,722116,oecd,high_income,TRUE,JP,JP,JPN,392,NA,coastline,35.68536,139.75309,eastern_religions,TRUE,asia,east_asia_pacific,1289439
mng,2005,11477,g77,lower_middle_income,TRUE,MN,MN,MNG,496,NA,landlocked,46,105,NA,Mongolia,TRUE,asia,east_asia_pacific,42378,g77,lower_middle_income,TRUE,MN,MN,MNG,496,NA,landlocked,46,105,NA,TRUE,asia,east_asia_pacific,-30901
kor,2005,486065,oecd,high_income,TRUE,KR,KR,KOR,410,NA,coastline,36.5,127.75,NA,South Korea,TRUE,asia,east_asia_pacific,2039728,oecd,high_income,TRUE,KR,KR,KOR,410,NA,coastline,36.5,127.75,NA,TRUE,asia,east_asia_pacific,-1553663
brn,2005,98441,g77,high_income,TRUE,BN,BN,BRN,96,NA,coastline,4.5,114.66667,muslim,Brunei,TRUE,asia,east_asia_pacific,45284,g77,high_income,TRUE,BN,BN,BRN,96,NA,coastline,4.5,114.66667,muslim,TRUE,asia,east_asia_pacific,53157
khm,2005,114031,g77,low_income,TRUE,KH,KH,KHM,116,NA,coastline,13,105,eastern_religions,Cambodia,TRUE,asia,east_asia_pacific,674465,g77,low_income,TRUE,KH,KH,KHM,116,NA,coastline,13,105,eastern_religions,TRUE,asia,east_asia_pacific,-560434
idn,2005,289568,g77,lower_middle_income,TRUE,ID,ID,IDN,360,NA,coastline,-5,120,muslim,Indonesia,TRUE,asia,east_asia_pacific,2804569,g77,lower_middle_income,TRUE,ID,ID,IDN,360,NA,coastline,-5,120,muslim,TRUE,asia,east_asia_pacific,-2515001
lao,2005,20371,g77,lower_middle_income,TRUE,LA,LA,LAO,418,NA,landlocked,18,105,eastern_religions,Lao,TRUE,asia,east_asia_pacific,895859,g77,lower_middle_income,TRUE,LA,LA,LAO,418,NA,landlocked,18,105,eastern_religions,TRUE,asia,east_asia_pacific,-875488
mys,2005,1918504,g77,upper_middle_income,TRUE,MY,MY,MYS,458,NA,coastline,2.5,112.5,muslim,Malaysia,TRUE,asia,east_asia_pacific,1380437,g77,upper_middle_income,TRUE,MY,MY,MYS,458,NA,coastline,2.5,112.5,muslim,TRUE,asia,east_asia_pacific,538067
mmr,2005,83025,g77,low_income,TRUE,MM,MM,MMR,104,NA,coastline,21,96,eastern_religions,Myanmar,TRUE,asia,east_asia_pacific,1801951,g77,low_income,TRUE,MM,MM,MMR,104,NA,coastline,21,96,eastern_religions,TRUE,asia,east_asia_pacific,-1718926
phl,2005,257468,g77,lower_middle_income,TRUE,PH,PH,PHL,608,NA,coastline,13,122,christian,Philippines,TRUE,asia,east_asia_pacific,3712857,g77,lower_middle_income,TRUE,PH,PH,PHL,608,NA,coastline,13,122,christian,TRUE,asia,east_asia_pacific,-3455389
sgp,2005,1710594,g77,high_income,TRUE,SG,SG,SGP,702,NA,coastline,1.28967,103.85007,eastern_religions,Singapore,TRUE,asia,east_asia_pacific,233440,g77,high_income,TRUE,SG,SG,SGP,702,NA,coastline,1.28967,103.85007,eastern_religions,TRUE,asia,east_asia_pacific,1477154
tha,2005,2163447,g77,upper_middle_income,TRUE,TH,TH,THA,764,NA,coastline,15.5,101,eastern_religions,Thailand,TRUE,asia,east_asia_pacific,637455,g77,upper_middle_income,TRUE,TH,TH,THA,764,NA,coastline,15.5,101,eastern_religions,TRUE,asia,east_asia_pacific,1525992
tls,2005,11286,g77,lower_middle_income,TRUE,TL,TL,TLS,626,NA,coastline,-8.83333,125.75,christian,Timor-Leste,TRUE,asia,east_asia_pacific,94966,g77,lower_middle_income,TRUE,TL,TL,TLS,626,NA,coastline,-8.83333,125.75,christian,TRUE,asia,east_asia_pacific,-83680
vnm,2005,51768,g77,lower_middle_income,TRUE,VN,VN,VNM,704,NA,coastline,16.16667,107.83333,eastern_religions,Vietnam,TRUE,asia,east_asia_pacific,2097784,g77,lower_middle_income,TRUE,VN,VN,VNM,704,NA,coastline,16.16667,107.83333,eastern_religions,TRUE,asia,east_asia_pacific,-2046016
aia,2005,4684,others,NA,TRUE,AI,AI,AIA,660,NA,coastline,18.21667,-63.05,christian,Anguilla,FALSE,americas,america,3053,others,NA,TRUE,AI,AI,AIA,660,NA,coastline,18.21667,-63.05,christian,FALSE,americas,america,1631
atg,2005,24741,g77,high_income,TRUE,AG,AG,ATG,28,NA,coastline,17.05,-61.8,christian,Antigua and Barbuda,TRUE,americas,america,37541,g77,high_income,TRUE,AG,AG,ATG,28,NA,coastline,17.05,-61.8,christian,TRUE,americas,america,-12800
abw,2005,32540,others,high_income,TRUE,AW,AW,ABW,533,NA,coastline,12.5,-69.96667,christian,Aruba,FALSE,americas,america,13056,others,high_income,TRUE,AW,AW,ABW,533,NA,coastline,12.5,-69.96667,christian,FALSE,americas,america,19484
bhs,2005,45595,g77,high_income,TRUE,BS,BS,BHS,44,NA,coastline,25.04082,-77.37122,christian,Bahamas,TRUE,americas,america,34866,g77,high_income,TRUE,BS,BS,BHS,44,NA,coastline,25.04082,-77.37122,christian,TRUE,americas,america,10729
brb,2005,30624,g77,high_income,TRUE,BB,BB,BRB,52,NA,coastline,13.16667,-59.53333,christian,Barbados,TRUE,americas,america,93504,g77,high_income,TRUE,BB,BB,BRB,52,NA,coastline,13.16667,-59.53333,christian,TRUE,americas,america,-62880
vgb,2005,15016,others,NA,TRUE,VG,VG,VGB,92,NA,coastline,18.5,-64.5,christian,British Virgin Islands,FALSE,americas,america,5872,others,NA,TRUE,VG,VG,VGB,92,NA,coastline,18.5,-64.5,christian,FALSE,americas,america,9144
bes,2005,49105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43943
cym,2005,20679,others,high_income,TRUE,KY,KY,CYM,136,NA,coastline,19.5,-80.66667,christian,Cayman Islands,FALSE,americas,america,1291,others,high_income,TRUE,KY,KY,CYM,136,NA,coastline,19.5,-80.66667,christian,FALSE,americas,america,19388
cub,2005,11935,g77,upper_middle_income,TRUE,CU,CU,CUB,192,NA,coastline,22,-79.5,christian,Cuba,TRUE,americas,america,1162586,g77,upper_middle_income,TRUE,CU,CU,CUB,192,NA,coastline,22,-79.5,christian,TRUE,americas,america,-1150651
dma,2005,4744,g77,upper_middle_income,TRUE,DM,DM,DMA,212,NA,coastline,15.5,-61.33333,christian,Dominica,TRUE,americas,america,64239,g77,upper_middle_income,TRUE,DM,DM,DMA,212,NA,coastline,15.5,-61.33333,christian,TRUE,americas,america,-59495
dom,2005,376001,g77,upper_middle_income,TRUE,DO,DO,DOM,214,NA,coastline,19,-70.66667,christian,Dominican Republic,TRUE,americas,america,1023442,g77,upper_middle_income,TRUE,DO,DO,DOM,214,NA,coastline,19,-70.66667,christian,TRUE,americas,america,-647441
grd,2005,6902,g77,upper_middle_income,TRUE,GD,GD,GRD,308,NA,coastline,12.11667,-61.66667,christian,Grenada,TRUE,americas,america,64748,g77,upper_middle_income,TRUE,GD,GD,GRD,308,NA,coastline,12.11667,-61.66667,christian,TRUE,americas,america,-57846
glp,2005,89065,others,NA,TRUE,GP,GP,GLP,312,NA,coastline,16.25,-61.58333,christian,Guadeloupe,FALSE,americas,america,9125,others,NA,TRUE,GP,GP,GLP,312,NA,coastline,16.25,-61.58333,christian,FALSE,americas,america,79940
hti,2005,16360,g77,low_income,TRUE,HT,HT,HTI,332,NA,coastline,19,-72.41667,christian,Haiti,TRUE,americas,america,972717,g77,low_income,TRUE,HT,HT,HTI,332,NA,coastline,19,-72.41667,christian,TRUE,americas,america,-956357
jam,2005,24314,g77,upper_middle_income,TRUE,JM,JM,JAM,388,NA,coastline,18.16667,-77.25,christian,Jamaica,TRUE,americas,america,906462,g77,upper_middle_income,TRUE,JM,JM,JAM,388,NA,coastline,18.16667,-77.25,christian,TRUE,americas,america,-882148
mtq,2005,57034,others,NA,TRUE,MQ,MQ,MTQ,474,NA,coastline,14.66667,-61,christian,Martinique,FALSE,americas,america,14551,others,NA,TRUE,MQ,MQ,MTQ,474,NA,coastline,14.66667,-61,christian,FALSE,americas,america,42483
msr,2005,1244,others,NA,TRUE,MS,MS,MSR,500,NA,coastline,16.75,-62.2,christian,Montserrat,FALSE,americas,america,15826,others,NA,TRUE,MS,MS,MSR,500,NA,coastline,16.75,-62.2,christian,FALSE,americas,america,-14582
pri,2005,352144,others,high_income,TRUE,PR,PR,PRI,630,NA,coastline,18.46633,-66.10572,christian,Puerto Rico,FALSE,americas,america,1640856,others,high_income,TRUE,PR,PR,PRI,630,NA,coastline,18.46633,-66.10572,christian,FALSE,americas,america,-1288712
kna,2005,6682,g77,high_income,TRUE,KN,KN,KNA,659,NA,coastline,17.33333,-62.75,christian,St. Kitts and Nevis,TRUE,americas,america,33923,g77,high_income,TRUE,KN,KN,KNA,659,NA,coastline,17.33333,-62.75,christian,TRUE,americas,america,-27241
lca,2005,9842,g77,upper_middle_income,TRUE,LC,LC,LCA,662,NA,coastline,13.88333,-60.96667,christian,St. Lucia,TRUE,americas,america,47006,g77,upper_middle_income,TRUE,LC,LC,LCA,662,NA,coastline,13.88333,-60.96667,christian,TRUE,americas,america,-37164
vct,2005,4436,g77,upper_middle_income,TRUE,VC,VC,VCT,670,NA,coastline,13.08333,-61.2,christian,St. Vincent and the Grenadines,TRUE,americas,america,55762,g77,upper_middle_income,TRUE,VC,VC,VCT,670,NA,coastline,13.08333,-61.2,christian,TRUE,americas,america,-51326
sxm,2005,13100,NA,high_income,TRUE,SX,SX,SXM,534,NA,NA,18.04167,-63.06667,NA,Sint Maarten (Dutch part),FALSE,americas,NA,23604,NA,high_income,TRUE,SX,SX,SXM,534,NA,NA,18.04167,-63.06667,NA,FALSE,americas,NA,-10504
tto,2005,44812,g77,high_income,TRUE,TT,TT,TTO,780,NA,coastline,11,-61,christian,Trinidad and Tobago,TRUE,americas,america,322944,g77,high_income,TRUE,TT,TT,TTO,780,NA,coastline,11,-61,christian,TRUE,americas,america,-278132
tca,2005,13115,others,high_income,TRUE,TC,TC,TCA,796,NA,coastline,21.73333,-71.58333,christian,Turks and Caicos Islands,FALSE,americas,america,1237,others,high_income,TRUE,TC,TC,TCA,796,NA,coastline,21.73333,-71.58333,christian,FALSE,americas,america,11878
vir,2005,56647,others,high_income,TRUE,VI,VI,VIR,850,NA,coastline,18.34829,-64.98348,christian,Virgin Islands (U.S.),FALSE,americas,america,3812,others,high_income,TRUE,VI,VI,VIR,850,NA,coastline,18.34829,-64.98348,christian,FALSE,americas,america,52835
blz,2005,41424,g77,upper_middle_income,TRUE,BZ,BZ,BLZ,84,NA,coastline,17.49952,-88.19756,christian,Belize,TRUE,americas,america,51891,g77,upper_middle_income,TRUE,BZ,BZ,BLZ,84,NA,coastline,17.49952,-88.19756,christian,TRUE,americas,america,-10467
cri,2005,358175,g77,upper_middle_income,TRUE,CR,CR,CRI,188,NA,coastline,10,-84,christian,Costa Rica,TRUE,americas,america,118673,g77,upper_middle_income,TRUE,CR,CR,CRI,188,NA,coastline,10,-84,christian,TRUE,americas,america,239502
slv,2005,36019,g77,lower_middle_income,TRUE,SV,SV,SLV,222,NA,coastline,13.83333,-88.91667,christian,El Salvador,TRUE,americas,america,1119319,g77,lower_middle_income,TRUE,SV,SV,SLV,222,NA,coastline,13.83333,-88.91667,christian,TRUE,americas,america,-1083300
gtm,2005,57252,g77,lower_middle_income,TRUE,GT,GT,GTM,320,NA,coastline,14.64072,-90.51327,christian,Guatemala,TRUE,americas,america,737106,g77,lower_middle_income,TRUE,GT,GT,GTM,320,NA,coastline,14.64072,-90.51327,christian,TRUE,americas,america,-679854
hnd,2005,27875,g77,lower_middle_income,TRUE,HN,HN,HND,340,NA,coastline,15,-86.5,christian,Honduras,TRUE,americas,america,449303,g77,lower_middle_income,TRUE,HN,HN,HND,340,NA,coastline,15,-86.5,christian,TRUE,americas,america,-421428
mex,2005,712487,oecd,upper_middle_income,TRUE,MX,MX,MEX,484,NA,coastline,19.42847,-99.12766,christian,Mexico,TRUE,americas,america,10818079,oecd,upper_middle_income,TRUE,MX,MX,MEX,484,NA,coastline,19.42847,-99.12766,christian,TRUE,americas,america,-10105592
nic,2005,34918,g77,lower_middle_income,TRUE,NI,NI,NIC,558,NA,coastline,13,-85,christian,Nicaragua,TRUE,americas,america,436780,g77,lower_middle_income,TRUE,NI,NI,NIC,558,NA,coastline,13,-85,christian,TRUE,americas,america,-401862
pan,2005,117563,g77,upper_middle_income,TRUE,PA,PA,PAN,591,NA,coastline,8.9936,-79.51973,christian,Panama,TRUE,americas,america,132266,g77,upper_middle_income,TRUE,PA,PA,PAN,591,NA,coastline,8.9936,-79.51973,christian,TRUE,americas,america,-14703
arg,2005,1673088,g77,upper_middle_income,TRUE,AR,AR,ARG,32,NA,coastline,-34,-64,christian,Argentina,TRUE,americas,america,808409,g77,upper_middle_income,TRUE,AR,AR,ARG,32,NA,coastline,-34,-64,christian,TRUE,americas,america,864679
bol,2005,107745,g77,lower_middle_income,TRUE,BO,BO,BOL,68,NA,landlocked,-17,-65,christian,Bolivia,TRUE,americas,america,543783,g77,lower_middle_income,TRUE,BO,BO,BOL,68,NA,landlocked,-17,-65,christian,TRUE,americas,america,-436038
bra,2005,638582,g77,upper_middle_income,TRUE,BR,BR,BRA,76,NA,coastline,-10,-55,christian,Brazil,TRUE,americas,america,1220052,g77,upper_middle_income,TRUE,BR,BR,BRA,76,NA,coastline,-10,-55,christian,TRUE,americas,america,-581470
chl,2005,276360,g77,high_income,TRUE,CL,CL,CHL,152,NA,coastline,-33.45694,-70.64827,christian,Chile,TRUE,americas,america,542211,g77,high_income,TRUE,CL,CL,CHL,152,NA,coastline,-33.45694,-70.64827,christian,TRUE,americas,america,-265851
col,2005,107612,g77,upper_middle_income,TRUE,CO,CO,COL,170,NA,coastline,4,-73.25,christian,Colombia,TRUE,americas,america,1887924,g77,upper_middle_income,TRUE,CO,CO,COL,170,NA,coastline,4,-73.25,christian,TRUE,americas,america,-1780312
ecu,2005,187404,g77,upper_middle_income,TRUE,EC,EC,ECU,218,NA,coastline,-1.25,-78.25,christian,Ecuador,TRUE,americas,america,987059,g77,upper_middle_income,TRUE,EC,EC,ECU,218,NA,coastline,-1.25,-78.25,christian,TRUE,americas,america,-799655
flk,2005,1166,others,NA,TRUE,FK,FK,FLK,238,NA,coastline,-51.75,-59.16667,christian,Falkland Is (Malvinas),FALSE,americas,america,1099,others,NA,TRUE,FK,FK,FLK,238,NA,coastline,-51.75,-59.16667,christian,FALSE,americas,america,67
guf,2005,86468,others,NA,TRUE,GF,GF,GUF,254,NA,coastline,4,-53,christian,French Guiana,FALSE,americas,america,3808,others,NA,TRUE,GF,GF,GUF,254,NA,coastline,4,-53,christian,FALSE,americas,america,82660
guy,2005,10868,g77,lower_middle_income,TRUE,GY,GY,GUY,328,NA,coastline,5,-59,christian,Guyana,TRUE,americas,america,393980,g77,lower_middle_income,TRUE,GY,GY,GUY,328,NA,coastline,5,-59,christian,TRUE,americas,america,-383112
pry,2005,168243,g77,lower_middle_income,TRUE,PY,PY,PRY,600,NA,landlocked,-23.33333,-58,christian,Paraguay,TRUE,americas,america,545839,g77,lower_middle_income,TRUE,PY,PY,PRY,600,NA,landlocked,-23.33333,-58,christian,TRUE,americas,america,-377596
per,2005,77877,g77,upper_middle_income,TRUE,PE,PE,PER,604,NA,coastline,-10,-75.25,christian,Peru,TRUE,americas,america,973644,g77,upper_middle_income,TRUE,PE,PE,PER,604,NA,coastline,-10,-75.25,christian,TRUE,americas,america,-895767
sur,2005,33664,g77,upper_middle_income,TRUE,SR,SR,SUR,740,NA,coastline,4,-56,christian,Suriname,TRUE,americas,america,252472,g77,upper_middle_income,TRUE,SR,SR,SUR,740,NA,coastline,4,-56,christian,TRUE,americas,america,-218808
ury,2005,82317,g77,high_income,TRUE,UY,UY,URY,858,NA,coastline,-33,-56,christian,Uruguay,TRUE,americas,america,299038,g77,high_income,TRUE,UY,UY,URY,858,NA,coastline,-33,-56,christian,TRUE,americas,america,-216721
ven,2005,1076474,g77,upper_middle_income,TRUE,VE,VE,VEN,862,NA,coastline,8,-66,christian,Venezuela,TRUE,americas,america,438692,g77,upper_middle_income,TRUE,VE,VE,VEN,862,NA,coastline,8,-66,christian,TRUE,americas,america,637782
aus,2005,4878030,oecd,high_income,TRUE,AU,AU,AUS,36,NA,coastline,-25,135,christian,Australia,TRUE,asia,east_asia_pacific,430599,oecd,high_income,TRUE,AU,AU,AUS,36,NA,coastline,-25,135,christian,TRUE,asia,east_asia_pacific,4447431
nzl,2005,839952,oecd,high_income,TRUE,NZ,NZ,NZL,554,NA,coastline,-42,174,christian,New Zealand,TRUE,asia,east_asia_pacific,556056,oecd,high_income,TRUE,NZ,NZ,NZL,554,NA,coastline,-42,174,christian,TRUE,asia,east_asia_pacific,283896
fji,2005,12435,g77,upper_middle_income,TRUE,FJ,FJ,FJI,242,NA,coastline,-18,178,christian,Fiji,TRUE,asia,east_asia_pacific,156671,g77,upper_middle_income,TRUE,FJ,FJ,FJI,242,NA,coastline,-18,178,christian,TRUE,asia,east_asia_pacific,-144236
ncl,2005,55405,others,high_income,TRUE,NC,NC,NCL,540,NA,coastline,-21.5,165.5,christian,New Caledonia,FALSE,asia,east_asia_pacific,5225,others,high_income,TRUE,NC,NC,NCL,540,NA,coastline,-21.5,165.5,christian,FALSE,asia,east_asia_pacific,50180
png,2005,30106,g77,lower_middle_income,TRUE,PG,PG,PNG,598,NA,coastline,-6,147,christian,Papua New Guinea,TRUE,asia,east_asia_pacific,4502,g77,lower_middle_income,TRUE,PG,PG,PNG,598,NA,coastline,-6,147,christian,TRUE,asia,east_asia_pacific,25604
slb,2005,3271,g77,lower_middle_income,TRUE,SB,SB,SLB,90,NA,coastline,-8,159,christian,Solomon Islands,TRUE,asia,east_asia_pacific,3000,g77,lower_middle_income,TRUE,SB,SB,SLB,90,NA,coastline,-8,159,christian,TRUE,asia,east_asia_pacific,271
vut,2005,2800,g77,lower_middle_income,TRUE,VU,VU,VUT,548,NA,coastline,-16,167,christian,Vanuatu,TRUE,asia,east_asia_pacific,7437,g77,lower_middle_income,TRUE,VU,VU,VUT,548,NA,coastline,-16,167,christian,TRUE,asia,east_asia_pacific,-4637
gum,2005,74743,others,high_income,TRUE,GU,GU,GUM,316,NA,coastline,13.47861,144.81834,christian,Guam,FALSE,asia,east_asia_pacific,2541,others,high_income,TRUE,GU,GU,GUM,316,NA,coastline,13.47861,144.81834,christian,FALSE,asia,east_asia_pacific,72202
kir,2005,2487,others,lower_middle_income,TRUE,KI,KI,KIR,296,NA,coastline,1.421,172.984,christian,Kiribati,TRUE,asia,east_asia_pacific,4021,others,lower_middle_income,TRUE,KI,KI,KIR,296,NA,coastline,1.421,172.984,christian,TRUE,asia,east_asia_pacific,-1534
mhl,2005,2417,g77,upper_middle_income,TRUE,MH,MH,MHL,584,NA,coastline,7.113,171.236,christian,Marshall Islands,TRUE,asia,east_asia_pacific,6654,g77,upper_middle_income,TRUE,MH,MH,MHL,584,NA,coastline,7.113,171.236,christian,TRUE,asia,east_asia_pacific,-4237
fsm,2005,2905,g77,lower_middle_income,TRUE,FM,FM,FSM,583,NA,coastline,6.924,158.162,christian,"Micronesia, Fed. Sts.",TRUE,asia,east_asia_pacific,18347,g77,lower_middle_income,TRUE,FM,FM,FSM,583,NA,coastline,6.924,158.162,christian,TRUE,asia,east_asia_pacific,-15442
nru,2005,2253,others,NA,TRUE,NR,NR,NRU,520,NA,coastline,-0.517,166.933,christian,Nauru,TRUE,asia,east_asia_pacific,1880,others,NA,TRUE,NR,NR,NRU,520,NA,coastline,-0.517,166.933,christian,TRUE,asia,east_asia_pacific,373
mnp,2005,37542,others,high_income,TRUE,MP,MP,MNP,580,NA,coastline,15.214,145.756,christian,Northern Mariana Islands,FALSE,asia,east_asia_pacific,2735,others,high_income,TRUE,MP,MP,MNP,580,NA,coastline,15.214,145.756,christian,FALSE,asia,east_asia_pacific,34807
plw,2005,6043,others,upper_middle_income,TRUE,PW,PW,PLW,585,NA,coastline,7.503,134.621,christian,Palau,TRUE,asia,east_asia_pacific,3786,others,upper_middle_income,TRUE,PW,PW,PLW,585,NA,coastline,7.503,134.621,christian,TRUE,asia,east_asia_pacific,2257
asm,2005,24233,others,upper_middle_income,TRUE,AS,AS,ASM,16,NA,coastline,-11.056,-171.082,christian,American Samoa,FALSE,asia,east_asia_pacific,2588,others,upper_middle_income,TRUE,AS,AS,ASM,16,NA,coastline,-11.056,-171.082,christian,FALSE,asia,east_asia_pacific,21645
cok,2005,3277,others,NA,TRUE,CK,CK,COK,184,NA,coastline,-21.24842,-159.78516,christian,Cook Is,FALSE,asia,east_asia_pacific,19584,others,NA,TRUE,CK,CK,COK,184,NA,coastline,-21.24842,-159.78516,christian,FALSE,asia,east_asia_pacific,-16307
pyf,2005,32286,others,high_income,TRUE,PF,PF,PYF,258,NA,coastline,-15,-140,christian,French Polynesia,FALSE,asia,east_asia_pacific,2725,others,high_income,TRUE,PF,PF,PYF,258,NA,coastline,-15,-140,christian,FALSE,asia,east_asia_pacific,29561
niu,2005,522,others,NA,TRUE,NU,NU,NIU,570,NA,coastline,-19.03333,-169.86667,christian,Niue,FALSE,asia,east_asia_pacific,5298,others,NA,TRUE,NU,NU,NIU,570,NA,coastline,-19.03333,-169.86667,christian,FALSE,asia,east_asia_pacific,-4776
wsm,2005,5746,g77,lower_middle_income,TRUE,WS,WS,WSM,882,NA,coastline,-13.8,-172.13333,christian,Samoa,TRUE,asia,east_asia_pacific,99233,g77,lower_middle_income,TRUE,WS,WS,WSM,882,NA,coastline,-13.8,-172.13333,christian,TRUE,asia,east_asia_pacific,-93487
tkl,2005,258,others,NA,TRUE,TK,TK,TKL,772,NA,coastline,-9.167,-171.83,christian,Tokelau,FALSE,asia,east_asia_pacific,2090,others,NA,TRUE,TK,TK,TKL,772,NA,coastline,-9.167,-171.83,christian,FALSE,asia,east_asia_pacific,-1832
ton,2005,4301,g77,upper_middle_income,TRUE,TO,TO,TON,776,NA,coastline,-20,-175,christian,Tonga,TRUE,asia,east_asia_pacific,48744,g77,upper_middle_income,TRUE,TO,TO,TON,776,NA,coastline,-20,-175,christian,TRUE,asia,east_asia_pacific,-44443
tuv,2005,209,others,upper_middle_income,TRUE,TV,TV,TUV,798,NA,coastline,-8.51719,179.14478,christian,Tuvalu,TRUE,asia,east_asia_pacific,2917,others,upper_middle_income,TRUE,TV,TV,TUV,798,NA,coastline,-8.51719,179.14478,christian,TRUE,asia,east_asia_pacific,-2708
wlf,2005,2191,others,NA,TRUE,WF,WF,WLF,876,NA,coastline,-13.3,-176.2,christian,Wallis et Futuna,FALSE,asia,east_asia_pacific,7437,others,NA,TRUE,WF,WF,WLF,876,NA,coastline,-13.3,-176.2,christian,FALSE,asia,east_asia_pacific,-5246
blr,2005,1106982,others,upper_middle_income,TRUE,BY,BY,BLR,112,NA,landlocked,53,28,christian,Belarus,TRUE,europe,europe_central_asia,1581211,others,upper_middle_income,TRUE,BY,BY,BLR,112,NA,landlocked,53,28,christian,TRUE,europe,europe_central_asia,-474229
bgr,2005,61074,others,upper_middle_income,TRUE,BG,BG,BGR,100,NA,coastline,42.66667,25.25,christian,Bulgaria,TRUE,europe,europe_central_asia,906520,others,upper_middle_income,TRUE,BG,BG,BGR,100,NA,coastline,42.66667,25.25,christian,TRUE,europe,europe_central_asia,-845446
cze,2005,322540,oecd,high_income,TRUE,CZ,CZ,CZE,203,NA,landlocked,49.75,15,christian,Czech Republic,TRUE,europe,europe_central_asia,607009,oecd,high_income,TRUE,CZ,CZ,CZE,203,NA,landlocked,49.75,15,christian,TRUE,europe,europe_central_asia,-284469
hun,2005,366787,oecd,upper_middle_income,TRUE,HU,HU,HUN,348,NA,landlocked,47,20,christian,Hungary,TRUE,europe,europe_central_asia,468156,oecd,upper_middle_income,TRUE,HU,HU,HUN,348,NA,landlocked,47,20,christian,TRUE,europe,europe_central_asia,-101369
pol,2005,722509,oecd,high_income,TRUE,PL,PL,POL,616,NA,coastline,52,20,christian,Poland,TRUE,europe,europe_central_asia,2887741,oecd,high_income,TRUE,PL,PL,POL,616,NA,coastline,52,20,christian,TRUE,europe,europe_central_asia,-2165232
mda,2005,171122,others,lower_middle_income,TRUE,MD,MD,MDA,498,NA,landlocked,47.25,28.58333,christian,Moldova,TRUE,europe,europe_central_asia,715599,others,lower_middle_income,TRUE,MD,MD,MDA,498,NA,landlocked,47.25,28.58333,christian,TRUE,europe,europe_central_asia,-544477
rou,2005,145162,others,upper_middle_income,TRUE,RO,RO,ROU,642,NA,coastline,46,25,christian,Romania,TRUE,europe,europe_central_asia,2108741,others,upper_middle_income,TRUE,RO,RO,ROU,642,NA,coastline,46,25,christian,TRUE,europe,europe_central_asia,-1963579
rus,2005,11667588,others,high_income,TRUE,RU,RU,RUS,643,NA,coastline,60,100,christian,Russia,TRUE,europe,europe_central_asia,10358533,others,high_income,TRUE,RU,RU,RUS,643,NA,coastline,60,100,christian,TRUE,europe,europe_central_asia,1309055
svk,2005,130491,oecd,high_income,TRUE,SK,SK,SVK,703,NA,landlocked,48.66667,19.5,christian,Slovak Republic,TRUE,europe,europe_central_asia,272294,oecd,high_income,TRUE,SK,SK,SVK,703,NA,landlocked,48.66667,19.5,christian,TRUE,europe,europe_central_asia,-141803
ukr,2005,5050302,others,lower_middle_income,TRUE,UA,UA,UKR,804,NA,coastline,49,32,christian,Ukraine,TRUE,europe,europe_central_asia,5567629,others,lower_middle_income,TRUE,UA,UA,UKR,804,NA,coastline,49,32,christian,TRUE,europe,europe_central_asia,-517327
chanisl,2005,70941,others,high_income,TRUE,NA,NA,NA,NA,NA,coastline,NA,NA,christian,Channel Islands,FALSE,europe,europe_central_asia,14846,others,high_income,TRUE,NA,NA,NA,NA,NA,coastline,NA,NA,christian,FALSE,europe,europe_central_asia,56095
dnk,2005,440383,oecd,high_income,TRUE,DK,DK,DNK,208,NA,coastline,56,10,christian,Denmark,TRUE,europe,europe_central_asia,225671,oecd,high_income,TRUE,DK,DK,DNK,208,NA,coastline,56,10,christian,TRUE,europe,europe_central_asia,214712
est,2005,233701,others,high_income,TRUE,EE,EE,EST,233,NA,coastline,59,26,christian,Estonia,TRUE,europe,europe_central_asia,150427,others,high_income,TRUE,EE,EE,EST,233,NA,coastline,59,26,christian,TRUE,europe,europe_central_asia,83274
fro,2005,4583,others,high_income,TRUE,FO,FO,FRO,234,NA,coastline,62,-7,christian,Faeroe Islands,FALSE,europe,europe_central_asia,12547,others,high_income,TRUE,FO,FO,FRO,234,NA,coastline,62,-7,christian,FALSE,europe,europe_central_asia,-7964
fin,2005,192169,oecd,high_income,TRUE,FI,FI,FIN,246,NA,coastline,64,26,christian,Finland,TRUE,europe,europe_central_asia,302908,oecd,high_income,TRUE,FI,FI,FIN,246,NA,coastline,64,26,christian,TRUE,europe,europe_central_asia,-110739
