geo,year,emigrant_stock_value,g77_and_oecd_countries,income_groups,is--country,iso3166_1_alpha2,unicode_region_subtag,iso3166_1_alpha3,iso3166_1_numeric,iso3166_2,landlocked,latitude,longitude,main_religion_2008,country_name,un_state,world_4region,world_6region
ncl,2005,5225,others,high_income,TRUE,NC,NC,NCL,540,NA,coastline,-21.5,165.5,christian,New Caledonia,FALSE,asia,east_asia_pacific
nzl,2005,556056,oecd,high_income,TRUE,NZ,NZ,NZL,554,NA,coastline,-42,174,christian,New Zealand,TRUE,asia,east_asia_pacific
nic,2005,436780,g77,lower_middle_income,TRUE,NI,NI,NIC,558,NA,coastline,13,-85,christian,Nicaragua,TRUE,americas,america
ner,2005,302041,g77,low_income,TRUE,NE,NE,NER,562,NA,landlocked,18,9,muslim,Niger,TRUE,africa,sub_saharan_africa
nga,2005,810687,g77,lower_middle_income,TRUE,NG,NG,NGA,566,NA,coastline,10,8,NA,Nigeria,TRUE,africa,sub_saharan_africa
niu,2005,5298,others,NA,TRUE,NU,NU,NIU,570,NA,coastline,-19.03333,-169.86667,christian,Niue,FALSE,asia,east_asia_pacific
mkd,2005,459289,others,upper_middle_income,TRUE,MK,MK,MKD,807,NA,landlocked,41.66667,21.75,christian,North Macedonia,TRUE,europe,europe_central_asia
mnp,2005,2735,others,high_income,TRUE,MP,MP,MNP,580,NA,coastline,15.214,145.756,christian,Northern Mariana Islands,FALSE,asia,east_asia_pacific
nor,2005,175298,oecd,high_income,TRUE,NO,NO,NOR,578,NA,coastline,62,10,christian,Norway,TRUE,europe,europe_central_asia
omn,2005,18067,g77,high_income,TRUE,OM,OM,OMN,512,NA,coastline,21,57,muslim,Oman,TRUE,asia,middle_east_north_africa
pak,2005,3902648,g77,lower_middle_income,TRUE,PK,PK,PAK,586,NA,coastline,30,70,muslim,Pakistan,TRUE,asia,south_asia
plw,2005,3786,others,upper_middle_income,TRUE,PW,PW,PLW,585,NA,coastline,7.503,134.621,christian,Palau,TRUE,asia,east_asia_pacific
pan,2005,132266,g77,upper_middle_income,TRUE,PA,PA,PAN,591,NA,coastline,8.9936,-79.51973,christian,Panama,TRUE,americas,america
png,2005,4502,g77,lower_middle_income,TRUE,PG,PG,PNG,598,NA,coastline,-6,147,christian,Papua New Guinea,TRUE,asia,east_asia_pacific
pry,2005,545839,g77,lower_middle_income,TRUE,PY,PY,PRY,600,NA,landlocked,-23.33333,-58,christian,Paraguay,TRUE,americas,america
per,2005,973644,g77,upper_middle_income,TRUE,PE,PE,PER,604,NA,coastline,-10,-75.25,christian,Peru,TRUE,americas,america
phl,2005,3712857,g77,lower_middle_income,TRUE,PH,PH,PHL,608,NA,coastline,13,122,christian,Philippines,TRUE,asia,east_asia_pacific
pol,2005,2887741,oecd,high_income,TRUE,PL,PL,POL,616,NA,coastline,52,20,christian,Poland,TRUE,europe,europe_central_asia
prt,2005,1744741,oecd,high_income,TRUE,PT,PT,PRT,620,NA,coastline,39.6945,-8.13057,christian,Portugal,TRUE,europe,europe_central_asia
pri,2005,1640856,others,high_income,TRUE,PR,PR,PRI,630,NA,coastline,18.46633,-66.10572,christian,Puerto Rico,FALSE,americas,america
qat,2005,17777,g77,high_income,TRUE,QA,QA,QAT,634,NA,coastline,25.27932,51.52245,muslim,Qatar,TRUE,asia,middle_east_north_africa
kor,2005,2039728,oecd,high_income,TRUE,KR,KR,KOR,410,NA,coastline,36.5,127.75,NA,South Korea,TRUE,asia,east_asia_pacific
mda,2005,715599,others,lower_middle_income,TRUE,MD,MD,MDA,498,NA,landlocked,47.25,28.58333,christian,Moldova,TRUE,europe,europe_central_asia
reu,2005,2559,others,NA,TRUE,RE,RE,REU,638,NA,coastline,-20.88231,55.4504,christian,Reunion,FALSE,africa,sub_saharan_africa
rou,2005,2108741,others,upper_middle_income,TRUE,RO,RO,ROU,642,NA,coastline,46,25,christian,Romania,TRUE,europe,europe_central_asia
rus,2005,10358533,others,high_income,TRUE,RU,RU,RUS,643,NA,coastline,60,100,christian,Russia,TRUE,europe,europe_central_asia
rwa,2005,285203,g77,low_income,TRUE,RW,RW,RWA,646,NA,landlocked,-2,30,christian,Rwanda,TRUE,africa,sub_saharan_africa
shn,2005,3766,others,NA,TRUE,SH,SH,SHN,654,NA,coastline,-15.95,-5.7,christian,St. Helena,FALSE,africa,sub_saharan_africa
kna,2005,33923,g77,high_income,TRUE,KN,KN,KNA,659,NA,coastline,17.33333,-62.75,christian,St. Kitts and Nevis,TRUE,americas,america
lca,2005,47006,g77,upper_middle_income,TRUE,LC,LC,LCA,662,NA,coastline,13.88333,-60.96667,christian,St. Lucia,TRUE,americas,america
spm,2005,429,others,NA,TRUE,PM,PM,SPM,666,NA,coastline,46.83333,-56.33333,christian,St.-Pierre-et-Miquelon,FALSE,americas,america
vct,2005,55762,g77,upper_middle_income,TRUE,VC,VC,VCT,670,NA,coastline,13.08333,-61.2,christian,St. Vincent and the Grenadines,TRUE,americas,america
wsm,2005,99233,g77,lower_middle_income,TRUE,WS,WS,WSM,882,NA,coastline,-13.8,-172.13333,christian,Samoa,TRUE,asia,east_asia_pacific
smr,2005,2910,others,high_income,TRUE,SM,SM,SMR,674,NA,landlocked,43.93667,12.44639,christian,San Marino,TRUE,europe,europe_central_asia
stp,2005,29790,g77,lower_middle_income,TRUE,ST,ST,STP,678,NA,coastline,1,7,christian,Sao Tome and Principe,TRUE,africa,sub_saharan_africa
sau,2005,177327,g77,high_income,TRUE,SA,SA,SAU,682,NA,coastline,25,45,muslim,Saudi Arabia,TRUE,asia,middle_east_north_africa
sen,2005,472787,g77,lower_middle_income,TRUE,SN,SN,SEN,686,NA,coastline,14.5,-14.25,muslim,Senegal,TRUE,africa,sub_saharan_africa
srb,2005,929729,others,upper_middle_income,TRUE,RS,RS,SRB,688,NA,landlocked,44.81892,20.45998,christian,Serbia,TRUE,europe,europe_central_asia
syc,2005,23290,g77,upper_middle_income,TRUE,SC,SC,SYC,690,NA,coastline,-4.58333,55.66667,christian,Seychelles,TRUE,africa,sub_saharan_africa
sle,2005,147931,g77,low_income,TRUE,SL,SL,SLE,694,NA,coastline,8.5,-11.5,NA,Sierra Leone,TRUE,africa,sub_saharan_africa
sgp,2005,233440,g77,high_income,TRUE,SG,SG,SGP,702,NA,coastline,1.28967,103.85007,eastern_religions,Singapore,TRUE,asia,east_asia_pacific
sxm,2005,23604,NA,high_income,TRUE,SX,SX,SXM,534,NA,NA,18.04167,-63.06667,NA,Sint Maarten (Dutch part),FALSE,americas,NA
svk,2005,272294,oecd,high_income,TRUE,SK,SK,SVK,703,NA,landlocked,48.66667,19.5,christian,Slovak Republic,TRUE,europe,europe_central_asia
svn,2005,119620,others,high_income,TRUE,SI,SI,SVN,705,NA,coastline,46.08333,15,christian,Slovenia,TRUE,europe,europe_central_asia
slb,2005,3000,g77,lower_middle_income,TRUE,SB,SB,SLB,90,NA,coastline,-8,159,christian,Solomon Islands,TRUE,asia,east_asia_pacific
som,2005,1101320,g77,low_income,TRUE,SO,SO,SOM,706,NA,coastline,6,48,muslim,Somalia,TRUE,africa,sub_saharan_africa
zaf,2005,602433,g77,upper_middle_income,TRUE,ZA,ZA,ZAF,710,NA,coastline,-29,24,christian,South Africa,TRUE,africa,sub_saharan_africa
ssd,2005,243075,NA,low_income,TRUE,SS,SS,SSD,728,NA,landlocked,7.5,30,NA,South Sudan,TRUE,africa,sub_saharan_africa
esp,2005,1113967,oecd,high_income,TRUE,ES,ES,ESP,724,NA,coastline,40,-4,christian,Spain,TRUE,europe,europe_central_asia
lka,2005,1137286,g77,lower_middle_income,TRUE,LK,LK,LKA,144,NA,coastline,7.75,80.75,eastern_religions,Sri Lanka,TRUE,asia,south_asia
pse,2005,3049106,g77,lower_middle_income,TRUE,PS,PS,PSE,275,NA,coastline,31.92157,35.20329,muslim,Palestine,TRUE,asia,middle_east_north_africa
sdn,2005,1220379,g77,lower_middle_income,TRUE,SD,SD,SDN,729,NA,coastline,16,30,muslim,Sudan,TRUE,africa,sub_saharan_africa
sur,2005,252472,g77,upper_middle_income,TRUE,SR,SR,SUR,740,NA,coastline,4,-56,christian,Suriname,TRUE,americas,america
swe,2005,270865,oecd,high_income,TRUE,SE,SE,SWE,752,NA,coastline,62,15,christian,Sweden,TRUE,europe,europe_central_asia
che,2005,504258,oecd,high_income,TRUE,CH,CH,CHE,756,NA,landlocked,47.00016,8.01427,christian,Switzerland,TRUE,europe,europe_central_asia
syr,2005,863712,g77,lower_middle_income,TRUE,SY,SY,SYR,760,NA,coastline,35,38,muslim,Syria,TRUE,asia,middle_east_north_africa
tjk,2005,586243,others,low_income,TRUE,TJ,TJ,TJK,762,NA,landlocked,39,71,muslim,Tajikistan,TRUE,asia,europe_central_asia
tha,2005,637455,g77,upper_middle_income,TRUE,TH,TH,THA,764,NA,coastline,15.5,101,eastern_religions,Thailand,TRUE,asia,east_asia_pacific
tls,2005,94966,g77,lower_middle_income,TRUE,TL,TL,TLS,626,NA,coastline,-8.83333,125.75,christian,Timor-Leste,TRUE,asia,east_asia_pacific
tgo,2005,385788,g77,low_income,TRUE,TG,TG,TGO,768,NA,coastline,8.66667,1.08333,NA,Togo,TRUE,africa,sub_saharan_africa
tkl,2005,2090,others,NA,TRUE,TK,TK,TKL,772,NA,coastline,-9.167,-171.83,christian,Tokelau,FALSE,asia,east_asia_pacific
ton,2005,48744,g77,upper_middle_income,TRUE,TO,TO,TON,776,NA,coastline,-20,-175,christian,Tonga,TRUE,asia,east_asia_pacific
tto,2005,322944,g77,high_income,TRUE,TT,TT,TTO,780,NA,coastline,11,-61,christian,Trinidad and Tobago,TRUE,americas,america
tun,2005,579219,g77,upper_middle_income,TRUE,TN,TN,TUN,788,NA,coastline,34,9,muslim,Tunisia,TRUE,africa,middle_east_north_africa
tur,2005,2749962,oecd,upper_middle_income,TRUE,TR,TR,TUR,792,NA,coastline,39,35,muslim,Turkey,TRUE,europe,europe_central_asia
tkm,2005,229249,g77,upper_middle_income,TRUE,TM,TM,TKM,795,NA,landlocked,39.75,59.66667,muslim,Turkmenistan,TRUE,asia,europe_central_asia
tca,2005,1237,others,high_income,TRUE,TC,TC,TCA,796,NA,coastline,21.73333,-71.58333,christian,Turks and Caicos Islands,FALSE,americas,america
tuv,2005,2917,others,upper_middle_income,TRUE,TV,TV,TUV,798,NA,coastline,-8.51719,179.14478,christian,Tuvalu,TRUE,asia,east_asia_pacific
uga,2005,557901,g77,low_income,TRUE,UG,UG,UGA,800,NA,landlocked,1.25,32.5,christian,Uganda,TRUE,africa,sub_saharan_africa
ukr,2005,5567629,others,lower_middle_income,TRUE,UA,UA,UKR,804,NA,coastline,49,32,christian,Ukraine,TRUE,europe,europe_central_asia
are,2005,105072,g77,high_income,TRUE,AE,AE,ARE,784,NA,coastline,23.75,54.5,muslim,United Arab Emirates,TRUE,asia,middle_east_north_africa
gbr,2005,4148316,oecd,high_income,TRUE,GB,GB,GBR,826,NA,coastline,54.75844,-2.69531,christian,United Kingdom,TRUE,europe,europe_central_asia
tza,2005,234991,g77,low_income,TRUE,TZ,TZ,TZA,834,NA,coastline,-6,35,christian,Tanzania,TRUE,africa,sub_saharan_africa
usa,2005,2291218,oecd,high_income,TRUE,US,US,USA,840,NA,coastline,39.76,-98.5,christian,United States,TRUE,americas,america
vir,2005,3812,others,high_income,TRUE,VI,VI,VIR,850,NA,coastline,18.34829,-64.98348,christian,Virgin Islands (U.S.),FALSE,americas,america
ury,2005,299038,g77,high_income,TRUE,UY,UY,URY,858,NA,coastline,-33,-56,christian,Uruguay,TRUE,americas,america
uzb,2005,1730060,others,lower_middle_income,TRUE,UZ,UZ,UZB,860,NA,landlocked,41.66667,63.83333,muslim,Uzbekistan,TRUE,asia,europe_central_asia
vut,2005,7437,g77,lower_middle_income,TRUE,VU,VU,VUT,548,NA,coastline,-16,167,christian,Vanuatu,TRUE,asia,east_asia_pacific
ven,2005,438692,g77,upper_middle_income,TRUE,VE,VE,VEN,862,NA,coastline,8,-66,christian,Venezuela,TRUE,americas,america
vnm,2005,2097784,g77,lower_middle_income,TRUE,VN,VN,VNM,704,NA,coastline,16.16667,107.83333,eastern_religions,Vietnam,TRUE,asia,east_asia_pacific
wlf,2005,7437,others,NA,TRUE,WF,WF,WLF,876,NA,coastline,-13.3,-176.2,christian,Wallis et Futuna,FALSE,asia,east_asia_pacific
esh,2005,131091,others,NA,TRUE,EH,EH,ESH,732,NA,coastline,24.49215,-12.65625,muslim,Western Sahara,FALSE,africa,middle_east_north_africa
yem,2005,630990,g77,lower_middle_income,TRUE,YE,YE,YEM,887,NA,coastline,15.5,47.5,muslim,Yemen,TRUE,asia,middle_east_north_africa
zmb,2005,180995,g77,lower_middle_income,TRUE,ZM,ZM,ZMB,894,NA,landlocked,-14.33333,28.5,christian,Zambia,TRUE,africa,sub_saharan_africa
zwe,2005,499882,g77,low_income,TRUE,ZW,ZW,ZWE,716,NA,landlocked,-19,29.75,christian,Zimbabwe,TRUE,africa,sub_saharan_africa
afg,2010,5055805,g77,low_income,TRUE,AF,AF,AFG,4,NA,landlocked,33,66,muslim,Afghanistan,TRUE,asia,south_asia
alb,2010,1120305,others,upper_middle_income,TRUE,AL,AL,ALB,8,NA,coastline,41,20,muslim,Albania,TRUE,europe,europe_central_asia
dza,2010,1656453,g77,upper_middle_income,TRUE,DZ,DZ,DZA,12,NA,coastline,28,3,muslim,Algeria,TRUE,africa,middle_east_north_africa
asm,2010,2159,others,upper_middle_income,TRUE,AS,AS,ASM,16,NA,coastline,-11.056,-171.082,christian,American Samoa,FALSE,asia,east_asia_pacific
and,2010,7926,others,high_income,TRUE,AD,AD,AND,20,NA,landlocked,42.50779,1.52109,christian,Andorra,TRUE,europe,europe_central_asia
ago,2010,660056,g77,upper_middle_income,TRUE,AO,AO,AGO,24,NA,coastline,-12.5,18.5,christian,Angola,TRUE,africa,sub_saharan_africa
aia,2010,2366,others,NA,TRUE,AI,AI,AIA,660,NA,coastline,18.21667,-63.05,christian,Anguilla,FALSE,americas,america
atg,2010,41431,g77,high_income,TRUE,AG,AG,ATG,28,NA,coastline,17.05,-61.8,christian,Antigua and Barbuda,TRUE,americas,america
arg,2010,938087,g77,upper_middle_income,TRUE,AR,AR,ARG,32,NA,coastline,-34,-64,christian,Argentina,TRUE,americas,america
arm,2010,917350,others,lower_middle_income,TRUE,AM,AM,ARM,51,NA,landlocked,40.25,45,christian,Armenia,TRUE,europe,europe_central_asia
abw,2010,14479,others,high_income,TRUE,AW,AW,ABW,533,NA,coastline,12.5,-69.96667,christian,Aruba,FALSE,americas,america
aus,2010,487844,oecd,high_income,TRUE,AU,AU,AUS,36,NA,coastline,-25,135,christian,Australia,TRUE,asia,east_asia_pacific
aut,2010,520152,oecd,high_income,TRUE,AT,AT,AUT,40,NA,landlocked,47.33333,13.33333,christian,Austria,TRUE,europe,europe_central_asia
aze,2010,1164567,others,upper_middle_income,TRUE,AZ,AZ,AZE,31,NA,landlocked,40.5,47.5,muslim,Azerbaijan,TRUE,europe,europe_central_asia
bhs,2010,36004,g77,high_income,TRUE,BS,BS,BHS,44,NA,coastline,25.04082,-77.37122,christian,Bahamas,TRUE,americas,america
bhr,2010,53125,g77,high_income,TRUE,BH,BH,BHR,48,NA,coastline,26.03333,50.55,muslim,Bahrain,TRUE,asia,middle_east_north_africa
bgd,2010,6750115,g77,low_income,TRUE,BD,BD,BGD,50,NA,coastline,24,90,muslim,Bangladesh,TRUE,asia,south_asia
brb,2010,96348,g77,high_income,TRUE,BB,BB,BRB,52,NA,coastline,13.16667,-59.53333,christian,Barbados,TRUE,americas,america
blr,2010,1465141,others,upper_middle_income,TRUE,BY,BY,BLR,112,NA,landlocked,53,28,christian,Belarus,TRUE,europe,europe_central_asia
bel,2010,487203,oecd,high_income,TRUE,BE,BE,BEL,56,NA,coastline,50.75,4.5,christian,Belgium,TRUE,europe,europe_central_asia
blz,2010,57331,g77,upper_middle_income,TRUE,BZ,BZ,BLZ,84,NA,coastline,17.49952,-88.19756,christian,Belize,TRUE,americas,america
ben,2010,540832,g77,low_income,TRUE,BJ,BJ,BEN,204,NA,coastline,9.5,2.25,NA,Benin,TRUE,africa,sub_saharan_africa
bmu,2010,15281,others,high_income,TRUE,BM,BM,BMU,60,NA,coastline,32.2949,-64.78303,christian,Bermuda,FALSE,americas,america
btn,2010,86154,g77,lower_middle_income,TRUE,BT,BT,BTN,64,NA,landlocked,27.5,90.5,eastern_religions,Bhutan,TRUE,asia,south_asia
bol,2010,780095,g77,lower_middle_income,TRUE,BO,BO,BOL,68,NA,landlocked,-17,-65,christian,Bolivia,TRUE,americas,america
bes,2010,11379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bih,2010,1569275,g77,upper_middle_income,TRUE,BA,BA,BIH,70,NA,coastline,44.25,17.83333,NA,Bosnia and Herzegovina,TRUE,europe,europe_central_asia
bwa,2010,46832,g77,upper_middle_income,TRUE,BW,BW,BWA,72,NA,landlocked,-22,24,christian,Botswana,TRUE,africa,sub_saharan_africa
bra,2010,1518343,g77,upper_middle_income,TRUE,BR,BR,BRA,76,NA,coastline,-10,-55,christian,Brazil,TRUE,americas,america
vgb,2010,4961,others,NA,TRUE,VG,VG,VGB,92,NA,coastline,18.5,-64.5,christian,British Virgin Islands,FALSE,americas,america
brn,2010,43871,g77,high_income,TRUE,BN,BN,BRN,96,NA,coastline,4.5,114.66667,muslim,Brunei,TRUE,asia,east_asia_pacific
bgr,2010,1106684,others,upper_middle_income,TRUE,BG,BG,BGR,100,NA,coastline,42.66667,25.25,christian,Bulgaria,TRUE,europe,europe_central_asia
bfa,2010,1434192,g77,low_income,TRUE,BF,BF,BFA,854,NA,landlocked,12.5,-1.66667,muslim,Burkina Faso,TRUE,africa,sub_saharan_africa
bdi,2010,284587,g77,low_income,TRUE,BI,BI,BDI,108,NA,landlocked,-3.5,30,christian,Burundi,TRUE,africa,sub_saharan_africa
cpv,2010,152877,g77,lower_middle_income,TRUE,CV,CV,CPV,132,NA,coastline,16,-24,christian,Cape Verde,TRUE,africa,sub_saharan_africa
khm,2010,953169,g77,low_income,TRUE,KH,KH,KHM,116,NA,coastline,13,105,eastern_religions,Cambodia,TRUE,asia,east_asia_pacific
cmr,2010,279448,g77,lower_middle_income,TRUE,CM,CM,CMR,120,NA,coastline,6,12.5,christian,Cameroon,TRUE,africa,sub_saharan_africa
can,2010,1272338,oecd,high_income,TRUE,CA,CA,CAN,124,NA,coastline,60.10867,-113.64258,christian,Canada,TRUE,americas,america
cym,2010,1391,others,high_income,TRUE,KY,KY,CYM,136,NA,coastline,19.5,-80.66667,christian,Cayman Islands,FALSE,americas,america
caf,2010,245925,g77,low_income,TRUE,CF,CF,CAF,140,NA,landlocked,7,21,NA,Central African Republic,TRUE,africa,sub_saharan_africa
tcd,2010,202288,g77,low_income,TRUE,TD,TD,TCD,148,NA,landlocked,15,19,muslim,Chad,TRUE,africa,sub_saharan_africa
chanisl,2010,15698,others,high_income,TRUE,NA,NA,NA,NA,NA,coastline,NA,NA,christian,Channel Islands,FALSE,europe,europe_central_asia
chl,2010,570644,g77,high_income,TRUE,CL,CL,CHL,152,NA,coastline,-33.45694,-70.64827,christian,Chile,TRUE,americas,america
chn,2010,8733242,g77,upper_middle_income,TRUE,CN,CN,CHN,156,NA,coastline,35,105,eastern_religions,China,TRUE,asia,east_asia_pacific
hkg,2010,943069,others,high_income,TRUE,HK,HK,HKG,344,NA,coastline,22.285520000000002,114.15769,eastern_religions,"Hong Kong, China",FALSE,asia,east_asia_pacific
mac,2010,130805,others,high_income,TRUE,MO,MO,MAC,446,NA,coastline,22.20056,113.54611,eastern_religions,"Macao, China",FALSE,asia,east_asia_pacific
col,2010,2526525,g77,upper_middle_income,TRUE,CO,CO,COL,170,NA,coastline,4,-73.25,christian,Colombia,TRUE,americas,america
com,2010,109067,g77,low_income,TRUE,KM,KM,COM,174,NA,coastline,-12.23333,44.44553,muslim,Comoros,TRUE,africa,sub_saharan_africa
cog,2010,181070,g77,lower_middle_income,TRUE,CG,CG,COG,178,NA,coastline,-1,15.5,christian,"Congo, Rep.",TRUE,africa,sub_saharan_africa
cok,2010,20559,others,NA,TRUE,CK,CK,COK,184,NA,coastline,-21.24842,-159.78516,christian,Cook Is,FALSE,asia,east_asia_pacific
cri,2010,133027,g77,upper_middle_income,TRUE,CR,CR,CRI,188,NA,coastline,10,-84,christian,Costa Rica,TRUE,americas,america
civ,2010,940012,g77,lower_middle_income,TRUE,CI,CI,CIV,384,NA,coastline,8,-5.5,NA,Cote d'Ivoire,TRUE,africa,sub_saharan_africa
hrv,2010,822331,others,high_income,TRUE,HR,HR,HRV,191,NA,coastline,45.16667,15.5,christian,Croatia,TRUE,europe,europe_central_asia
cub,2010,1313321,g77,upper_middle_income,TRUE,CU,CU,CUB,192,NA,coastline,22,-79.5,christian,Cuba,TRUE,americas,america
nld_curacao,2010,109367,others,high_income,TRUE,CW,CW,CUW,531,NA,coastline,12.16667,-68.96667,christian,Curaçao,FALSE,americas,america
cyp,2010,163956,others,high_income,TRUE,CY,CY,CYP,196,NA,coastline,35,33,christian,Cyprus,TRUE,europe,europe_central_asia
cze,2010,782250,oecd,high_income,TRUE,CZ,CZ,CZE,203,NA,landlocked,49.75,15,christian,Czech Republic,TRUE,europe,europe_central_asia
prk,2010,96575,g77,low_income,TRUE,KP,KP,PRK,408,NA,coastline,40,127,NA,North Korea,TRUE,asia,east_asia_pacific
cod,2010,1282572,g77,low_income,TRUE,CD,CD,COD,180,NA,landlocked,-2.5,23.5,christian,"Congo, Dem. Rep.",TRUE,africa,sub_saharan_africa
dnk,2010,234437,oecd,high_income,TRUE,DK,DK,DNK,208,NA,coastline,56,10,christian,Denmark,TRUE,europe,europe_central_asia
dji,2010,13832,g77,lower_middle_income,TRUE,DJ,DJ,DJI,262,NA,coastline,11.58901,43.14503,muslim,Djibouti,TRUE,africa,middle_east_north_africa
dma,2010,73693,g77,upper_middle_income,TRUE,DM,DM,DMA,212,NA,coastline,15.5,-61.33333,christian,Dominica,TRUE,americas,america
dom,2010,1185546,g77,upper_middle_income,TRUE,DO,DO,DOM,214,NA,coastline,19,-70.66667,christian,Dominican Republic,TRUE,americas,america
ecu,2010,1152628,g77,upper_middle_income,TRUE,EC,EC,ECU,218,NA,coastline,-1.25,-78.25,christian,Ecuador,TRUE,americas,america
egy,2010,2611870,g77,lower_middle_income,TRUE,EG,EG,EGY,818,NA,coastline,27,30,muslim,Egypt,TRUE,africa,middle_east_north_africa
slv,2010,1337458,g77,lower_middle_income,TRUE,SV,SV,SLV,222,NA,coastline,13.83333,-88.91667,christian,El Salvador,TRUE,americas,america
gnq,2010,84400,g77,high_income,TRUE,GQ,GQ,GNQ,226,NA,coastline,1.7,10.5,christian,Equatorial Guinea,TRUE,africa,sub_saharan_africa
eri,2010,320659,g77,low_income,TRUE,ER,ER,ERI,232,NA,coastline,15,39,muslim,Eritrea,TRUE,africa,sub_saharan_africa
est,2010,160489,others,high_income,TRUE,EE,EE,EST,233,NA,coastline,59,26,christian,Estonia,TRUE,europe,europe_central_asia
swz,2010,69003,g77,lower_middle_income,TRUE,SZ,SZ,SWZ,748,NA,landlocked,-26.5,31.5,christian,Swaziland,TRUE,africa,sub_saharan_africa
eth,2010,664819,g77,low_income,TRUE,ET,ET,ETH,231,NA,coastline,9,39.5,christian,Ethiopia,TRUE,africa,sub_saharan_africa
flk,2010,1169,others,NA,TRUE,FK,FK,FLK,238,NA,coastline,-51.75,-59.16667,christian,Falkland Is (Malvinas),FALSE,americas,america
fro,2010,12736,others,high_income,TRUE,FO,FO,FRO,234,NA,coastline,62,-7,christian,Faeroe Islands,FALSE,europe,europe_central_asia
fji,2010,182913,g77,upper_middle_income,TRUE,FJ,FJ,FJI,242,NA,coastline,-18,178,christian,Fiji,TRUE,asia,east_asia_pacific
fin,2010,290411,oecd,high_income,TRUE,FI,FI,FIN,246,NA,coastline,64,26,christian,Finland,TRUE,europe,europe_central_asia
fra,2010,1957969,oecd,high_income,TRUE,FR,FR,FRA,250,NA,coastline,46,2,christian,France,TRUE,europe,europe_central_asia
guf,2010,3942,others,NA,TRUE,GF,GF,GUF,254,NA,coastline,4,-53,christian,French Guiana,FALSE,americas,america
pyf,2010,1459,others,high_income,TRUE,PF,PF,PYF,258,NA,coastline,-15,-140,christian,French Polynesia,FALSE,asia,east_asia_pacific
gab,2010,37068,g77,upper_middle_income,TRUE,GA,GA,GAB,266,NA,coastline,-1,11.75,christian,Gabon,TRUE,africa,sub_saharan_africa
gmb,2010,77899,g77,low_income,TRUE,GM,GM,GMB,270,NA,coastline,13.5,-15.5,muslim,Gambia,TRUE,africa,sub_saharan_africa
geo,2010,813454,others,lower_middle_income,TRUE,GE,GE,GEO,268,NA,coastline,41.99998,43.4999,christian,Georgia,TRUE,europe,europe_central_asia
deu,2010,3727333,oecd,high_income,TRUE,DE,DE,DEU,276,NA,coastline,51.5,10.5,christian,Germany,TRUE,europe,europe_central_asia
gha,2010,762986,g77,lower_middle_income,TRUE,GH,GH,GHA,288,NA,coastline,8.1,-1.2,christian,Ghana,TRUE,africa,sub_saharan_africa
gib,2010,10189,others,NA,TRUE,GI,GI,GIB,292,NA,coastline,36.14474,-5.35257,christian,Gibraltar,FALSE,europe,europe_central_asia
grc,2010,792872,oecd,high_income,TRUE,GR,GR,GRC,300,NA,coastline,39,22,christian,Greece,TRUE,europe,europe_central_asia
grl,2010,15928,others,high_income,TRUE,GL,GL,GRL,304,NA,coastline,72,-40,christian,Greenland,FALSE,europe,europe_central_asia
grd,2010,64030,g77,upper_middle_income,TRUE,GD,GD,GRD,308,NA,coastline,12.11667,-61.66667,christian,Grenada,TRUE,americas,america
glp,2010,10821,others,NA,TRUE,GP,GP,GLP,312,NA,coastline,16.25,-61.58333,christian,Guadeloupe,FALSE,americas,america
gum,2010,2217,others,high_income,TRUE,GU,GU,GUM,316,NA,coastline,13.47861,144.81834,christian,Guam,FALSE,asia,east_asia_pacific
gtm,2010,925252,g77,lower_middle_income,TRUE,GT,GT,GTM,320,NA,coastline,14.64072,-90.51327,christian,Guatemala,TRUE,americas,america
gin,2010,457146,g77,low_income,TRUE,GN,GN,GIN,324,NA,coastline,10.83333,-10.66667,muslim,Guinea,TRUE,africa,sub_saharan_africa
gnb,2010,91921,g77,low_income,TRUE,GW,GW,GNB,624,NA,coastline,12,-15,NA,Guinea-Bissau,TRUE,africa,sub_saharan_africa
guy,2010,439451,g77,lower_middle_income,TRUE,GY,GY,GUY,328,NA,coastline,5,-59,christian,Guyana,TRUE,americas,america
hti,2010,1123759,g77,low_income,TRUE,HT,HT,HTI,332,NA,coastline,19,-72.41667,christian,Haiti,TRUE,americas,america
hos,2010,178,others,NA,TRUE,VA,VA,VAT,336,NA,landlocked,41.90236,12.45332,christian,Holy See,TRUE,europe,europe_central_asia
hnd,2010,587886,g77,lower_middle_income,TRUE,HN,HN,HND,340,NA,coastline,15,-86.5,christian,Honduras,TRUE,americas,america
hun,2010,513838,oecd,upper_middle_income,TRUE,HU,HU,HUN,348,NA,landlocked,47,20,christian,Hungary,TRUE,europe,europe_central_asia
isl,2010,33103,oecd,high_income,TRUE,IS,IS,ISL,352,NA,coastline,65,-18,christian,Iceland,TRUE,europe,europe_central_asia
ind,2010,13229275,g77,lower_middle_income,TRUE,IN,IN,IND,356,NA,coastline,22,79,eastern_religions,India,TRUE,asia,south_asia
idn,2010,3429170,g77,lower_middle_income,TRUE,ID,ID,IDN,360,NA,coastline,-5,120,muslim,Indonesia,TRUE,asia,east_asia_pacific
irn,2010,989560,g77,upper_middle_income,TRUE,IR,IR,IRN,364,NA,coastline,32,53,muslim,Iran,TRUE,asia,middle_east_north_africa
