iso3,country_name,year,inmigrants,emigrants,net_migration,region4,region6,income_groups,g77_ocde,un_state,landlocked,latitude,longitude,religion
LBY,Libya,2019,818216,180586,637630,africa,middle_east_north_africa,upper_middle_income,g77,TRUE,coastline,28,17,muslim
LCA,St. Lucia,1990,5305,22005,-16700,americas,america,upper_middle_income,g77,TRUE,coastline,13.88333,-60.96667,christian
LCA,St. Lucia,1995,7155,30705,-23550,americas,america,upper_middle_income,g77,TRUE,coastline,13.88333,-60.96667,christian
LCA,St. Lucia,2000,9871,39618,-29747,americas,america,upper_middle_income,g77,TRUE,coastline,13.88333,-60.96667,christian
LCA,St. Lucia,2005,9842,47006,-37164,americas,america,upper_middle_income,g77,TRUE,coastline,13.88333,-60.96667,christian
LCA,St. Lucia,2010,9051,50480,-41429,americas,america,upper_middle_income,g77,TRUE,coastline,13.88333,-60.96667,christian
LCA,St. Lucia,2015,8673,59098,-50425,americas,america,upper_middle_income,g77,TRUE,coastline,13.88333,-60.96667,christian
LCA,St. Lucia,2019,8383,63605,-55222,americas,america,upper_middle_income,g77,TRUE,coastline,13.88333,-60.96667,christian
LIE,Liechtenstein,1990,10906,3428,7478,europe,europe_central_asia,high_income,others,TRUE,landlocked,47.16667,9.53333,christian
LIE,Liechtenstein,1995,13311,3020,10291,europe,europe_central_asia,high_income,others,TRUE,landlocked,47.16667,9.53333,christian
LIE,Liechtenstein,2000,15483,2690,12793,europe,europe_central_asia,high_income,others,TRUE,landlocked,47.16667,9.53333,christian
LIE,Liechtenstein,2005,18898,2939,15959,europe,europe_central_asia,high_income,others,TRUE,landlocked,47.16667,9.53333,christian
LIE,Liechtenstein,2010,22342,3594,18748,europe,europe_central_asia,high_income,others,TRUE,landlocked,47.16667,9.53333,christian
LIE,Liechtenstein,2015,23799,3574,20225,europe,europe_central_asia,high_income,others,TRUE,landlocked,47.16667,9.53333,christian
LIE,Liechtenstein,2019,25467,3713,21754,europe,europe_central_asia,high_income,others,TRUE,landlocked,47.16667,9.53333,christian
LKA,Sri Lanka,1990,41561,885951,-844390,asia,south_asia,lower_middle_income,g77,TRUE,coastline,7.75,80.75,eastern_religions
LKA,Sri Lanka,1995,40841,925755,-884914,asia,south_asia,lower_middle_income,g77,TRUE,coastline,7.75,80.75,eastern_religions
LKA,Sri Lanka,2000,40132,981294,-941162,asia,south_asia,lower_middle_income,g77,TRUE,coastline,7.75,80.75,eastern_religions
LKA,Sri Lanka,2005,39526,1137286,-1097760,asia,south_asia,lower_middle_income,g77,TRUE,coastline,7.75,80.75,eastern_religions
LKA,Sri Lanka,2010,38959,1410887,-1371928,asia,south_asia,lower_middle_income,g77,TRUE,coastline,7.75,80.75,eastern_religions
LKA,Sri Lanka,2015,39706,1498852,-1459146,asia,south_asia,lower_middle_income,g77,TRUE,coastline,7.75,80.75,eastern_religions
LKA,Sri Lanka,2019,40018,1775768,-1735750,asia,south_asia,lower_middle_income,g77,TRUE,coastline,7.75,80.75,eastern_religions
LSO,Lesotho,1990,8240,191339,-183099,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,landlocked,-29.5,28.25,christian
LSO,Lesotho,1995,7204,136603,-129399,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,landlocked,-29.5,28.25,christian
LSO,Lesotho,2000,6167,120575,-114408,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,landlocked,-29.5,28.25,christian
LSO,Lesotho,2005,6290,158995,-152705,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,landlocked,-29.5,28.25,christian
LSO,Lesotho,2010,6414,243150,-236736,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,landlocked,-29.5,28.25,christian
LSO,Lesotho,2015,6572,305364,-298792,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,landlocked,-29.5,28.25,christian
LSO,Lesotho,2019,6928,341580,-334652,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,landlocked,-29.5,28.25,christian
LTU,Lithuania,1990,349258,341050,8208,europe,europe_central_asia,high_income,others,TRUE,coastline,55.41667,24,christian
LTU,Lithuania,1995,273587,342455,-68868,europe,europe_central_asia,high_income,others,TRUE,coastline,55.41667,24,christian
LTU,Lithuania,2000,214311,348620,-134309,europe,europe_central_asia,high_income,others,TRUE,coastline,55.41667,24,christian
LTU,Lithuania,2005,201209,412612,-211403,europe,europe_central_asia,high_income,others,TRUE,coastline,55.41667,24,christian
LTU,Lithuania,2010,160772,519665,-358893,europe,europe_central_asia,high_income,others,TRUE,coastline,55.41667,24,christian
LTU,Lithuania,2015,136021,559733,-423712,europe,europe_central_asia,high_income,others,TRUE,coastline,55.41667,24,christian
LTU,Lithuania,2019,117218,610223,-493005,europe,europe_central_asia,high_income,others,TRUE,coastline,55.41667,24,christian
LUX,Luxembourg,1990,113795,36141,77654,europe,europe_central_asia,high_income,oecd,TRUE,landlocked,49.61167,6.13,christian
LUX,Luxembourg,1995,126106,37909,88197,europe,europe_central_asia,high_income,oecd,TRUE,landlocked,49.61167,6.13,christian
LUX,Luxembourg,2000,139750,39797,99953,europe,europe_central_asia,high_income,oecd,TRUE,landlocked,49.61167,6.13,christian
LUX,Luxembourg,2005,150618,52903,97715,europe,europe_central_asia,high_income,oecd,TRUE,landlocked,49.61167,6.13,christian
LUX,Luxembourg,2010,163142,62241,100901,europe,europe_central_asia,high_income,oecd,TRUE,landlocked,49.61167,6.13,christian
LUX,Luxembourg,2015,248888,69842,179046,europe,europe_central_asia,high_income,oecd,TRUE,landlocked,49.61167,6.13,christian
LUX,Luxembourg,2019,291723,75470,216253,europe,europe_central_asia,high_income,oecd,TRUE,landlocked,49.61167,6.13,christian
LVA,Latvia,1990,646007,215134,430873,europe,europe_central_asia,high_income,others,TRUE,coastline,57,25,christian
LVA,Latvia,1995,538093,229015,309078,europe,europe_central_asia,high_income,others,TRUE,coastline,57,25,christian
LVA,Latvia,2000,430178,238691,191487,europe,europe_central_asia,high_income,others,TRUE,coastline,57,25,christian
LVA,Latvia,2005,376725,271170,105555,europe,europe_central_asia,high_income,others,TRUE,coastline,57,25,christian
LVA,Latvia,2010,313786,279368,34418,europe,europe_central_asia,high_income,others,TRUE,coastline,57,25,christian
LVA,Latvia,2015,265418,307919,-42501,europe,europe_central_asia,high_income,others,TRUE,coastline,57,25,christian
LVA,Latvia,2019,237266,332220,-94954,europe,europe_central_asia,high_income,others,TRUE,coastline,57,25,christian
MAC,"Macao, China",1990,205047,95648,109399,asia,east_asia_pacific,high_income,others,FALSE,coastline,22.20056,113.54611,eastern_religions
MAC,"Macao, China",1995,224929,98093,126836,asia,east_asia_pacific,high_income,others,FALSE,coastline,22.20056,113.54611,eastern_religions
MAC,"Macao, China",2000,240791,101637,139154,asia,east_asia_pacific,high_income,others,FALSE,coastline,22.20056,113.54611,eastern_religions
MAC,"Macao, China",2005,279308,115392,163916,asia,east_asia_pacific,high_income,others,FALSE,coastline,22.20056,113.54611,eastern_religions
MAC,"Macao, China",2010,318506,130805,187701,asia,east_asia_pacific,high_income,others,FALSE,coastline,22.20056,113.54611,eastern_religions
MAC,"Macao, China",2015,376066,141001,235065,asia,east_asia_pacific,high_income,others,FALSE,coastline,22.20056,113.54611,eastern_religions
MAC,"Macao, China",2019,399572,161930,237642,asia,east_asia_pacific,high_income,others,FALSE,coastline,22.20056,113.54611,eastern_religions
MAR,Morocco,1990,54895,1748251,-1693356,africa,middle_east_north_africa,lower_middle_income,g77,TRUE,coastline,32,-6,muslim
MAR,Morocco,1995,50360,1884066,-1833706,africa,middle_east_north_africa,lower_middle_income,g77,TRUE,coastline,32,-6,muslim
MAR,Morocco,2000,53034,2077160,-2024126,africa,middle_east_north_africa,lower_middle_income,g77,TRUE,coastline,32,-6,muslim
MAR,Morocco,2005,54379,2473209,-2418830,africa,middle_east_north_africa,lower_middle_income,g77,TRUE,coastline,32,-6,muslim
MAR,Morocco,2010,70909,2863810,-2792901,africa,middle_east_north_africa,lower_middle_income,g77,TRUE,coastline,32,-6,muslim
MAR,Morocco,2015,92424,2984804,-2892380,africa,middle_east_north_africa,lower_middle_income,g77,TRUE,coastline,32,-6,muslim
MAR,Morocco,2019,98574,3136069,-3037495,africa,middle_east_north_africa,lower_middle_income,g77,TRUE,coastline,32,-6,muslim
MCO,Monaco,1990,20359,4479,15880,europe,europe_central_asia,high_income,others,TRUE,coastline,43.73333,7.41667,christian
MCO,Monaco,1995,21060,4790,16270,europe,europe_central_asia,high_income,others,TRUE,coastline,43.73333,7.41667,christian
MCO,Monaco,2000,21787,5133,16654,europe,europe_central_asia,high_income,others,TRUE,coastline,43.73333,7.41667,christian
MCO,Monaco,2005,21312,19114,2198,europe,europe_central_asia,high_income,others,TRUE,coastline,43.73333,7.41667,christian
MCO,Monaco,2010,21132,26961,-5829,europe,europe_central_asia,high_income,others,TRUE,coastline,43.73333,7.41667,christian
MCO,Monaco,2015,25983,29351,-3368,europe,europe_central_asia,high_income,others,TRUE,coastline,43.73333,7.41667,christian
MCO,Monaco,2019,26511,31452,-4941,europe,europe_central_asia,high_income,others,TRUE,coastline,43.73333,7.41667,christian
MDA,Moldova,1990,544162,625683,-81521,europe,europe_central_asia,lower_middle_income,others,TRUE,landlocked,47.25,28.58333,christian
MDA,Moldova,1995,367231,620036,-252805,europe,europe_central_asia,lower_middle_income,others,TRUE,landlocked,47.25,28.58333,christian
MDA,Moldova,2000,247828,602782,-354954,europe,europe_central_asia,lower_middle_income,others,TRUE,landlocked,47.25,28.58333,christian
MDA,Moldova,2005,171122,715599,-544477,europe,europe_central_asia,lower_middle_income,others,TRUE,landlocked,47.25,28.58333,christian
MDA,Moldova,2010,129488,827763,-698275,europe,europe_central_asia,lower_middle_income,others,TRUE,landlocked,47.25,28.58333,christian
MDA,Moldova,2015,106374,911446,-805072,europe,europe_central_asia,lower_middle_income,others,TRUE,landlocked,47.25,28.58333,christian
MDA,Moldova,2019,104713,1013417,-908704,europe,europe_central_asia,lower_middle_income,others,TRUE,landlocked,47.25,28.58333,christian
MDG,Madagascar,1990,23917,59424,-35507,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,-20,47,NA
MDG,Madagascar,1995,21177,67333,-46156,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,-20,47,NA
MDG,Madagascar,2000,23541,77098,-53557,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,-20,47,NA
MDG,Madagascar,2005,26058,148827,-122769,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,-20,47,NA
MDG,Madagascar,2010,28905,160871,-131966,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,-20,47,NA
MDG,Madagascar,2015,32075,175637,-143562,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,-20,47,NA
MDG,Madagascar,2019,34934,184762,-149828,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,-20,47,NA
MDV,Maldives,1990,8689,2193,6496,asia,south_asia,upper_middle_income,g77,TRUE,coastline,3.2,73,muslim
MDV,Maldives,1995,18510,1688,16822,asia,south_asia,upper_middle_income,g77,TRUE,coastline,3.2,73,muslim
MDV,Maldives,2000,27092,1217,25875,asia,south_asia,upper_middle_income,g77,TRUE,coastline,3.2,73,muslim
MDV,Maldives,2005,45045,1771,43274,asia,south_asia,upper_middle_income,g77,TRUE,coastline,3.2,73,muslim
MDV,Maldives,2010,54659,2746,51913,asia,south_asia,upper_middle_income,g77,TRUE,coastline,3.2,73,muslim
MDV,Maldives,2015,64273,2935,61338,asia,south_asia,upper_middle_income,g77,TRUE,coastline,3.2,73,muslim
MDV,Maldives,2019,69249,3053,66196,asia,south_asia,upper_middle_income,g77,TRUE,coastline,3.2,73,muslim
MEX,Mexico,1990,695674,4395365,-3699691,americas,america,upper_middle_income,oecd,TRUE,coastline,19.42847,-99.12766,christian
MEX,Mexico,1995,458549,6949297,-6490748,americas,america,upper_middle_income,oecd,TRUE,coastline,19.42847,-99.12766,christian
MEX,Mexico,2000,538051,9562929,-9024878,americas,america,upper_middle_income,oecd,TRUE,coastline,19.42847,-99.12766,christian
MEX,Mexico,2005,712487,10818079,-10105592,americas,america,upper_middle_income,oecd,TRUE,coastline,19.42847,-99.12766,christian
MEX,Mexico,2010,969538,12414825,-11445287,americas,america,upper_middle_income,oecd,TRUE,coastline,19.42847,-99.12766,christian
MEX,Mexico,2015,1028803,11924099,-10895296,americas,america,upper_middle_income,oecd,TRUE,coastline,19.42847,-99.12766,christian
MEX,Mexico,2019,1060707,11796178,-10735471,americas,america,upper_middle_income,oecd,TRUE,coastline,19.42847,-99.12766,christian
MHL,Marshall Islands,1990,1158,1426,-268,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,7.113,171.236,christian
MHL,Marshall Islands,1995,1480,4154,-2674,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,7.113,171.236,christian
MHL,Marshall Islands,2000,1891,6976,-5085,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,7.113,171.236,christian
MHL,Marshall Islands,2005,2417,6654,-4237,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,7.113,171.236,christian
MHL,Marshall Islands,2010,3089,6483,-3394,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,7.113,171.236,christian
MHL,Marshall Islands,2015,3284,7618,-4334,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,7.113,171.236,christian
MHL,Marshall Islands,2019,3296,8205,-4909,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,7.113,171.236,christian
MKD,North Macedonia,1990,95142,432296,-337154,europe,europe_central_asia,upper_middle_income,others,TRUE,landlocked,41.66667,21.75,christian
MKD,North Macedonia,1995,109343,492304,-382961,europe,europe_central_asia,upper_middle_income,others,TRUE,landlocked,41.66667,21.75,christian
MKD,North Macedonia,2000,125665,532531,-406866,europe,europe_central_asia,upper_middle_income,others,TRUE,landlocked,41.66667,21.75,christian
MKD,North Macedonia,2005,127667,459289,-331622,europe,europe_central_asia,upper_middle_income,others,TRUE,landlocked,41.66667,21.75,christian
MKD,North Macedonia,2010,129701,527075,-397374,europe,europe_central_asia,upper_middle_income,others,TRUE,landlocked,41.66667,21.75,christian
MKD,North Macedonia,2015,130730,562907,-432177,europe,europe_central_asia,upper_middle_income,others,TRUE,landlocked,41.66667,21.75,christian
MKD,North Macedonia,2019,131175,658264,-527089,europe,europe_central_asia,upper_middle_income,others,TRUE,landlocked,41.66667,21.75,christian
MLI,Mali,1990,160736,647436,-486700,africa,sub_saharan_africa,low_income,g77,TRUE,landlocked,18,-2,muslim
MLI,Mali,1995,176187,820613,-644426,africa,sub_saharan_africa,low_income,g77,TRUE,landlocked,18,-2,muslim
MLI,Mali,2000,189475,772954,-583479,africa,sub_saharan_africa,low_income,g77,TRUE,landlocked,18,-2,muslim
MLI,Mali,2005,256797,895610,-638813,africa,sub_saharan_africa,low_income,g77,TRUE,landlocked,18,-2,muslim
MLI,Mali,2010,339375,997135,-657760,africa,sub_saharan_africa,low_income,g77,TRUE,landlocked,18,-2,muslim
MLI,Mali,2015,420504,1222819,-802315,africa,sub_saharan_africa,low_income,g77,TRUE,landlocked,18,-2,muslim
MLI,Mali,2019,468230,1264700,-796470,africa,sub_saharan_africa,low_income,g77,TRUE,landlocked,18,-2,muslim
MLT,Malta,1990,15077,110746,-95669,europe,europe_central_asia,high_income,others,TRUE,coastline,35.91667,14.43333,christian
MLT,Malta,1995,17740,109850,-92110,europe,europe_central_asia,high_income,others,TRUE,coastline,35.91667,14.43333,christian
MLT,Malta,2000,21521,104884,-83363,europe,europe_central_asia,high_income,others,TRUE,coastline,35.91667,14.43333,christian
MLT,Malta,2005,24560,100337,-75777,europe,europe_central_asia,high_income,others,TRUE,coastline,35.91667,14.43333,christian
MLT,Malta,2010,33008,99362,-66354,europe,europe_central_asia,high_income,others,TRUE,coastline,35.91667,14.43333,christian
MLT,Malta,2015,52642,103779,-51137,europe,europe_central_asia,high_income,others,TRUE,coastline,35.91667,14.43333,christian
MLT,Malta,2019,84949,111137,-26188,europe,europe_central_asia,high_income,others,TRUE,coastline,35.91667,14.43333,christian
MMR,Myanmar,1990,133545,685310,-551765,asia,east_asia_pacific,low_income,g77,TRUE,coastline,21,96,eastern_religions
MMR,Myanmar,1995,113663,911446,-797783,asia,east_asia_pacific,low_income,g77,TRUE,coastline,21,96,eastern_religions
MMR,Myanmar,2000,98011,1224311,-1126300,asia,east_asia_pacific,low_income,g77,TRUE,coastline,21,96,eastern_religions
MMR,Myanmar,2005,83025,1801951,-1718926,asia,east_asia_pacific,low_income,g77,TRUE,coastline,21,96,eastern_religions
MMR,Myanmar,2010,76414,2469533,-2393119,asia,east_asia_pacific,low_income,g77,TRUE,coastline,21,96,eastern_religions
MMR,Myanmar,2015,73309,2842006,-2768697,asia,east_asia_pacific,low_income,g77,TRUE,coastline,21,96,eastern_religions
MMR,Myanmar,2019,75998,3699472,-3623474,asia,east_asia_pacific,low_income,g77,TRUE,coastline,21,96,eastern_religions
MNE,Montenegro,1990,NA,77384,NA,europe,europe_central_asia,upper_middle_income,others,TRUE,coastline,42.75,19.25,christian
MNE,Montenegro,1995,NA,144640,NA,europe,europe_central_asia,upper_middle_income,others,TRUE,coastline,42.75,19.25,christian
MNE,Montenegro,2000,NA,185958,NA,europe,europe_central_asia,upper_middle_income,others,TRUE,coastline,42.75,19.25,christian
MNE,Montenegro,2005,NA,148156,NA,europe,europe_central_asia,upper_middle_income,others,TRUE,coastline,42.75,19.25,christian
MNE,Montenegro,2010,78512,148982,-70470,europe,europe_central_asia,upper_middle_income,others,TRUE,coastline,42.75,19.25,christian
MNE,Montenegro,2015,71719,154657,-82938,europe,europe_central_asia,upper_middle_income,others,TRUE,coastline,42.75,19.25,christian
MNE,Montenegro,2019,70967,153009,-82042,europe,europe_central_asia,upper_middle_income,others,TRUE,coastline,42.75,19.25,christian
MNG,Mongolia,1990,6718,24466,-17748,asia,east_asia_pacific,lower_middle_income,g77,TRUE,landlocked,46,105,NA
MNG,Mongolia,1995,7424,27694,-20270,asia,east_asia_pacific,lower_middle_income,g77,TRUE,landlocked,46,105,NA
MNG,Mongolia,2000,8206,30649,-22443,asia,east_asia_pacific,lower_middle_income,g77,TRUE,landlocked,46,105,NA
MNG,Mongolia,2005,11477,42378,-30901,asia,east_asia_pacific,lower_middle_income,g77,TRUE,landlocked,46,105,NA
MNG,Mongolia,2010,16062,57766,-41704,asia,east_asia_pacific,lower_middle_income,g77,TRUE,landlocked,46,105,NA
MNG,Mongolia,2015,19886,66861,-46975,asia,east_asia_pacific,lower_middle_income,g77,TRUE,landlocked,46,105,NA
MNG,Mongolia,2019,21128,73488,-52360,asia,east_asia_pacific,lower_middle_income,g77,TRUE,landlocked,46,105,NA
MNP,Northern Mariana Islands,1990,26593,2525,24068,asia,east_asia_pacific,high_income,others,FALSE,coastline,15.214,145.756,christian
MNP,Northern Mariana Islands,1995,32376,2654,29722,asia,east_asia_pacific,high_income,others,FALSE,coastline,15.214,145.756,christian
MNP,Northern Mariana Islands,2000,40122,2772,37350,asia,east_asia_pacific,high_income,others,FALSE,coastline,15.214,145.756,christian
MNP,Northern Mariana Islands,2005,37542,2735,34807,asia,east_asia_pacific,high_income,others,FALSE,coastline,15.214,145.756,christian
MNP,Northern Mariana Islands,2010,24168,2626,21542,asia,east_asia_pacific,high_income,others,FALSE,coastline,15.214,145.756,christian
MNP,Northern Mariana Islands,2015,21648,2639,19009,asia,east_asia_pacific,high_income,others,FALSE,coastline,15.214,145.756,christian
MNP,Northern Mariana Islands,2019,21815,2764,19051,asia,east_asia_pacific,high_income,others,FALSE,coastline,15.214,145.756,christian
MOZ,Mozambique,1990,122332,2222369,-2100037,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,-18.25,35,christian
MOZ,Mozambique,1995,168256,812715,-644459,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,-18.25,35,christian
MOZ,Mozambique,2000,195702,644467,-448765,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,-18.25,35,christian
MOZ,Mozambique,2005,264679,663147,-398468,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,-18.25,35,christian
MOZ,Mozambique,2010,306471,798225,-491754,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,-18.25,35,christian
MOZ,Mozambique,2015,321794,927812,-606018,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,-18.25,35,christian
MOZ,Mozambique,2019,334665,1013416,-678751,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,-18.25,35,christian
MRT,Mauritania,1990,111650,134488,-22838,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,coastline,20.25,-10.5,muslim
MRT,Mauritania,1995,89562,151715,-62153,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,coastline,20.25,-10.5,muslim
MRT,Mauritania,2000,57366,107608,-50242,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,coastline,20.25,-10.5,muslim
MRT,Mauritania,2005,58119,102410,-44291,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,coastline,20.25,-10.5,muslim
MRT,Mauritania,2010,84679,109431,-24752,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,coastline,20.25,-10.5,muslim
MRT,Mauritania,2015,166552,108339,58213,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,coastline,20.25,-10.5,muslim
MRT,Mauritania,2019,172987,128506,44481,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,coastline,20.25,-10.5,muslim
MSR,Montserrat,1990,2013,7188,-5175,americas,america,NA,others,FALSE,coastline,16.75,-62.2,christian
MSR,Montserrat,1995,1612,11591,-9979,americas,america,NA,others,FALSE,coastline,16.75,-62.2,christian
MSR,Montserrat,2000,1211,16133,-14922,americas,america,NA,others,FALSE,coastline,16.75,-62.2,christian
MSR,Montserrat,2005,1244,15826,-14582,americas,america,NA,others,FALSE,coastline,16.75,-62.2,christian
MSR,Montserrat,2010,1291,17369,-16078,americas,america,NA,others,FALSE,coastline,16.75,-62.2,christian
MSR,Montserrat,2015,1351,20781,-19430,americas,america,NA,others,FALSE,coastline,16.75,-62.2,christian
MSR,Montserrat,2019,1375,22838,-21463,americas,america,NA,others,FALSE,coastline,16.75,-62.2,christian
MTQ,Martinique,1990,38705,11041,27664,americas,america,NA,others,FALSE,coastline,14.66667,-61,christian
MTQ,Martinique,1995,46599,12602,33997,americas,america,NA,others,FALSE,coastline,14.66667,-61,christian
MTQ,Martinique,2000,54492,14217,40275,americas,america,NA,others,FALSE,coastline,14.66667,-61,christian
MTQ,Martinique,2005,57034,14551,42483,americas,america,NA,others,FALSE,coastline,14.66667,-61,christian
MTQ,Martinique,2010,59575,14668,44907,americas,america,NA,others,FALSE,coastline,14.66667,-61,christian
MTQ,Martinique,2015,61731,13438,48293,americas,america,NA,others,FALSE,coastline,14.66667,-61,christian
MTQ,Martinique,2019,61647,13919,47728,americas,america,NA,others,FALSE,coastline,14.66667,-61,christian
MUS,Mauritius,1990,3613,110708,-107095,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-20.3,57.58333,NA
MUS,Mauritius,1995,7493,114074,-106581,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-20.3,57.58333,NA
MUS,Mauritius,2000,15543,119005,-103462,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-20.3,57.58333,NA
MUS,Mauritius,2005,19647,130695,-111048,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-20.3,57.58333,NA
MUS,Mauritius,2010,24836,148643,-123807,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-20.3,57.58333,NA
MUS,Mauritius,2015,28585,172989,-144404,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-20.3,57.58333,NA
MUS,Mauritius,2019,28849,188344,-159495,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-20.3,57.58333,NA
MWI,Malawi,1990,1127724,143437,984287,africa,sub_saharan_africa,low_income,g77,TRUE,landlocked,-13.5,34,christian
MWI,Malawi,1995,241624,150826,90798,africa,sub_saharan_africa,low_income,g77,TRUE,landlocked,-13.5,34,christian
MWI,Malawi,2000,232620,186231,46389,africa,sub_saharan_africa,low_income,g77,TRUE,landlocked,-13.5,34,christian
MWI,Malawi,2005,221661,221368,293,africa,sub_saharan_africa,low_income,g77,TRUE,landlocked,-13.5,34,christian
MWI,Malawi,2010,217722,255164,-37442,africa,sub_saharan_africa,low_income,g77,TRUE,landlocked,-13.5,34,christian
MWI,Malawi,2015,232803,303273,-70470,africa,sub_saharan_africa,low_income,g77,TRUE,landlocked,-13.5,34,christian
MWI,Malawi,2019,247652,324541,-76889,africa,sub_saharan_africa,low_income,g77,TRUE,landlocked,-13.5,34,christian
MYS,Malaysia,1990,695920,562762,133158,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,2.5,112.5,muslim
MYS,Malaysia,1995,937368,863664,73704,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,2.5,112.5,muslim
MYS,Malaysia,2000,1463598,1203638,259960,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,2.5,112.5,muslim
MYS,Malaysia,2005,1918504,1380437,538067,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,2.5,112.5,muslim
MYS,Malaysia,2010,2417395,1598510,818885,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,2.5,112.5,muslim
MYS,Malaysia,2015,3280681,1795763,1484918,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,2.5,112.5,muslim
MYS,Malaysia,2019,3430380,1689222,1741158,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,2.5,112.5,muslim
MYT,Mayotte,1990,15229,1835,13394,africa,sub_saharan_africa,NA,others,FALSE,coastline,-12.83333,45.16667,muslim
MYT,Mayotte,1995,26316,3937,22379,africa,sub_saharan_africa,NA,others,FALSE,coastline,-12.83333,45.16667,muslim
MYT,Mayotte,2000,45474,6215,39259,africa,sub_saharan_africa,NA,others,FALSE,coastline,-12.83333,45.16667,muslim
MYT,Mayotte,2005,63176,6469,56707,africa,sub_saharan_africa,NA,others,FALSE,coastline,-12.83333,45.16667,muslim
MYT,Mayotte,2010,72757,6327,66430,africa,sub_saharan_africa,NA,others,FALSE,coastline,-12.83333,45.16667,muslim
MYT,Mayotte,2015,73992,6518,67474,africa,sub_saharan_africa,NA,others,FALSE,coastline,-12.83333,45.16667,muslim
MYT,Mayotte,2019,74643,6617,68026,africa,sub_saharan_africa,NA,others,FALSE,coastline,-12.83333,45.16667,muslim
NAM,Namibia,1990,120641,16079,104562,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-22,17,christian
NAM,Namibia,1995,115372,28224,87148,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-22,17,christian
NAM,Namibia,2000,135547,49354,86193,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-22,17,christian
NAM,Namibia,2005,107347,65430,41917,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-22,17,christian
NAM,Namibia,2010,103826,99630,4196,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-22,17,christian
NAM,Namibia,2015,101618,174512,-72894,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-22,17,christian
NAM,Namibia,2019,107561,195515,-87954,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-22,17,christian
NCL,New Caledonia,1990,37673,4151,33522,asia,east_asia_pacific,high_income,others,FALSE,coastline,-21.5,165.5,christian
NCL,New Caledonia,1995,43662,4603,39059,asia,east_asia_pacific,high_income,others,FALSE,coastline,-21.5,165.5,christian
